ID,回答エリア,施設,回答日時,宿泊数（全行程）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,宿泊目的,交通手段,交通手段（施設）,満足度（交通手段）,満足度理由（交通手段）,一人あたり宿泊費,一人あたり交通費,一人あたり消費額（県内）,訪問回数,情報源,訪問施設（前）,訪問施設（前）自由記入,訪問施設（後）自由記入,一人あたり消費額（施設）,満足度（商品・サービス）,満足度理由（商品・サービス）,満足度（施設）,満足度理由（施設）,不便（施設）,不便理由,NPS,自由意見（施設）,リピート意向,自由意見（県内）,性別,生年,都道府県,市区町村,世帯年収,回答動機,旅全体の総合満足度を教えてください。,"石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。
０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。",今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
3448,加賀,ふれあい昆虫館,2024-03-29T16:15:18+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,小学生以下連れの家族,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, まちあるき、都市散策","新幹線, 在来線",レンタカー,とても満足,駐車場が広く、施設も綺麗だから,"50,000円以上、100,000円未満","40,000円以上、50,000円未満","40,000円以上、50,000円未満",１１回目以上,友人・知人,選択なし/該当施設なし,,,"3,000円以上、5,000円未満",満足,,満足,,感じなかった,,7,,また行きたい（1年以内）,特になし,男性,1981,千葉県,市川市,1200万円以上1500万円未満,能登牛が当たる,,,
3449,加賀,ふれあい昆虫館,2024-03-29T16:17:21+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,小学生以下連れの家族,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, まちあるき、都市散策, ドライブ・ツーリング","レンタカー, 新幹線",レンタカー,満足,レンタカーでないと、来られないから。,"10,000円以上、20,000円未満","30,000円以上、40,000円未満","10,000円以上、20,000円未満",１１回目以上,友人・知人,選択なし/該当施設なし,手取フィッシュランド,百番街,"1,000円未満",満足,受付が丁寧だから。,満足,ちょうの園が好きだから。,感じなかった,,10,虫が触れる。,また行きたい（1年以内）,食べ物が全て美味しい。,女性,1980,千葉県,市川市,1200万円以上1500万円未満,"能登牛が当たる, ひゃくまさんが好き",,,ちょうの園の素晴らしさ。
3450,加賀,いしかわ動物園,2024-03-29T16:18:58+09:00,日帰り,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,友人,"名所、旧跡の観光, まちあるき、都市散策",自家用車,自家用車,どちらでもない,わ,使わない,"1,000円以上、3,000円未満",使わない,２～５回目,友人・知人,木場潟公園,,,"1,000円未満",どちらでもない,,不満,臭い,感じなかった,,4,,石川県在住,混雑が凄い,女性,1958,石川県,白山市,200万円以上300万円未満,能登牛が当たる,,,
3451,加賀,温泉めい想倶楽部　富士屋旅館,2024-03-29T16:22:20+09:00,2泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,小学生以下連れの家族,"温泉や露天風呂, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）","レンタカー, 新幹線",レンタカー,満足,,"50,000円以上、100,000円未満","50,000円以上、100,000円未満","20,000円以上、30,000円未満",初めて,観光パンフレット・ポスター,石川県立航空プラザ,,,使わない,どちらでもない,,どちらでもない,,感じなかった,,5,,機会があれば行きたい,おいしい魚介類を食べたい,男性,1981,埼玉県,さいたま市,1000万円以上1200万円未満,能登牛が当たる,,,
3452,加賀,たちばな四季亭,2024-03-29T16:25:56+09:00,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,祖母、母と,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",県外から訪れていない（石川県内在住）,自家用車,,,"30,000円以上、40,000円未満","1,000円以上、3,000円未満","30,000円以上、40,000円未満",初めて,"インターネット・アプリ, 友人・知人",選択なし/該当施設なし,,,"20,000円以上、30,000円未満",とても満足,応待がよい、抹茶と地元の和菓子がよい、着替えの浴衣がある,とても満足,部屋が快適、綺麗、食事が美味しく満足,感じなかった,,10,,石川県在住,発酵食,女性,1994,石川県,金沢市,1000万円以上1200万円未満,能登牛が当たる,,,旅館が素敵、大満足でした
3453,金沢,石川県立美術館,2024-03-29T17:01:40+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,小学生以下連れの家族,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, まちあるき、都市散策, ドライブ・ツーリング",自家用車,自家用車,,,"5,000円以上、10,000円未満","5,000円以上、10,000円未満","20,000円以上、30,000円未満",２～５回目,"新聞・雑誌・ガイドブック, インターネット・アプリ",選択なし/該当施設なし,,,"1,000円以上、3,000円未満",満足,,とても満足,,感じなかった,,8,,機会があれば行きたい,美味しいものを色々食べたいのですが、それぞれの場所が絶妙に離れていて車で行くにも歩くにもちょっと不便でした。文化施設がたくさんまとまってあって色々見れたのはよかったです。,女性,1994,長野県,諏訪市,600万円以上700万円未満,能登牛が当たる,,,
3454,金沢,ひがし茶屋休憩館,2024-03-29T17:15:37+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,親,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光",新幹線,徒歩,とても満足,,"40,000円以上、50,000円未満","20,000円以上、30,000円未満","30,000円以上、40,000円未満",初めて,"観光展・物産展, 新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, 観光パンフレット・ポスター",兼六園,,,使わない,とても満足,休憩場所の設置やガイドさんに道などを聞けたから,とても満足,趣のある形でよい,感じなかった,,8,現状をこれから維持し続けてほしい,機会があれば行きたい,特になし、今のままで十分！,男性,2006,千葉県,松戸市,1000万円以上1200万円未満,"能登牛が当たる, ひゃくまさんが好き",,,兼六園、時代を感じ心が清らかになる
3455,金沢,石川県立歴史博物館,2024-03-29T17:21:31+09:00,2泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,"花見や紅葉などの自然鑑賞, まちあるき、都市散策",自家用車,自家用車,,,"30,000円以上、40,000円未満","20,000円以上、30,000円未満","20,000円以上、30,000円未満",初めて,"新聞・雑誌・ガイドブック, インターネット・アプリ",兼六園,,,"1,000円以上、3,000円未満",満足,展示内容は充実していて素晴らしい博物館だと思います。,とても満足,親鸞・蓮如の時代から戦国時代に繋がる歴史が分かり、素晴らしい展示内容です。,感じなかった,,10,博物館での飲食は期待しません。,また行きたい（1年以内）,現在でとても充実しています。,男性,1957,長野県,長野市,300万円以上400万円未満,なんとなく,,,古からの歴史が分かる史料が多く残る地域はなかなか無いので、金沢の街で歴史探訪を経験できることを伝えたい。
3456,金沢,ダイワロイネットホテル金沢MIYABI,2024-03-29T17:34:36+09:00,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,小学生以下連れの家族,地元の美味しいものを食べる,新幹線,徒歩,,,"10,000円以上、20,000円未満","10,000円以上、20,000円未満","10,000円以上、20,000円未満",初めて,インターネット・アプリ,近江町市場,,,"10,000円以上、20,000円未満",満足,大浴場が欲しかった,満足,飲み物の無料サービスがあったのが嬉しかった,感じなかった,,8,,また行きたい（1年以内）,美味しい魚料理,女性,1993,石川県,金沢市,800万円以上900万円未満,能登牛が当たる,,,
3457,加賀,温泉めい想倶楽部　富士屋旅館,2024-03-29T18:36:05+09:00,2泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,小学生以下連れの家族,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光","レンタカー, 新幹線",タクシー,満足,,"10,000円以上、20,000円未満","10,000円以上、20,000円未満","10,000円以上、20,000円未満",初めて,観光連盟やDMOのHP,石川県立航空プラザ,,,"1,000円以上、3,000円未満",満足,,満足,,感じなかった,,3,,機会があれば行きたい,特になし,女性,1989,埼玉県,さいたま市,1000万円以上1200万円未満,"能登牛が当たる, 石川県のおすすめ観光スポットが見たい",,,
3458,金沢,金沢駅,2024-03-29T19:13:06+09:00,2泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,親,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, 買い物、アウトレット, まちあるき、都市散策",新幹線,在来線,満足,,"10,000円以上、20,000円未満","1,000円以上、3,000円未満","5,000円以上、10,000円未満",初めて,"新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, インターネット・アプリ, X(旧：Twitter)",兼六園,,,"3,000円以上、5,000円未満",満足,,満足,,感じなかった,,8,,機会があれば行きたい,加賀棒茶、コスパの良い海鮮丼,男性,2001,大阪府,松原市,500万円以上600万円未満,"能登牛が当たる, ひゃくまんさんが好き",,,
3459,加賀,いしかわ動物園,2024-03-29T20:24:29+09:00,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,テーマパーク（遊園地、動物園、博物館など）,自家用車,自家用車,,,"10,000円以上、20,000円未満","3,000円以上、5,000円未満","5,000円以上、10,000円未満",２～５回目,インターネット・アプリ,選択なし/該当施設なし,,,"1,000円以上、3,000円未満",とても満足,初めての動物園で、様々な動物をみて、子どもがとっても喜んでいたから。,とても満足,雨が降っても雨宿りするところがたくさんあったから。,感じた,使ったトイレのオムツ換えボードが古く、二歳半の娘を乗せるときしんで怖かった。,10,ふれあい動物の催しの人数を増やしてほしい。今回ギリギリ参加できたが、参加できず残念そうな方々がいた。平日でこうだったら、休日だともっとそんな方々が増えるのではないかと思う。,石川県在住,特になし,その他,1982,石川県,金沢市,400万円以上500万円未満,"能登牛が当たる, ひゃくまさんが好き",,,園のサイズが丁度良く、色んな動物が見られるから。
