施設,タイムスタンプ,個人情報保護の方針について,全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）,石川県内での宿泊数をお答えください,石川県内での宿泊エリアをお答えください,石川県外での宿泊エリアをお答えください,今回はどなたと石川県を訪れていますか？,今回の石川県の訪問目的は何ですか？（複数選択可）,石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください,次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください,前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。,上記満足度の理由について、具体的に教えてください,今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）,"今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり）
※石川県外からの交通費、石川県内での交通費を含む。","今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり）
※飲食、買い物、体験・観光などの消費額合計
※宿泊費、交通費を除く",これまでに   当施設   には何度訪れたことがありますか。,今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）,"当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(前),"当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(後),当施設    における、消費総額をお答えください。（予定でも可/１人あたり）,当施設 における、商品・サービスの満足度をお答えください,上記満足度の理由につい具体的に教えてください。(サービス),当施設   における、施設全体の満足度をお答えください。,上記満足度の理由につい具体的に教えてください。(施設全体),当施設   において、不便を感じたり困ったことはありましたか。,上記不便を感じたり、困ったことについて具体的に教えてください,あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。,あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください,今後、再び石川県を訪れたいと思いますか,"あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。

(※必須項目です。無ければ「特になし」とご記入ください)",性別をお答えください,生まれた年をお答えください,お住いの都道府県をお答えください,"お住いの市区町村をお答えください
例：新宿区",世帯年収をお答えください,アンケートに回答しようと思った動機をお答えください,旅全体の総合満足度を教えてください。,"石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。
０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。",今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
リブマックスリゾート加賀山代,2026/04/15 0:01:24,同意する,2泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,夫婦2人,宿でのんびり過ごす,自家用車,自家用車,とても満足,食事,"20,000円以上 30,000円未満","1,000円以上 3,000円未満","3,000円以上 5,000円未満",2～5回目,インターネット・アプリ,選択なし/該当施設なし,まっすぐきた,選択なし／該当施設なし,特になし,"1,000円以上 3,000円未満",とても満足,食事,とても満足,食事,感じなかった,なし,7,なし,機会があれば行きたい,特になし,女,1949,愛知県,一宮市小信中島,100万円以上 200万円未満,景品が当たる,とても満足,8,温泉
のとや,2026/04/15 0:56:37,同意する,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,中学生以上連れの家族,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",県外から訪れていない（石川県内在住）,自家用車,,,"10,000円以上 20,000円未満",使わない,使わない,初めて,"インターネット・アプリ, 友人・知人",選択なし/該当施設なし,,選択なし／該当施設なし,,"10,000円以上 20,000円未満",満足,スタッフの方の対応が丁寧。,満足,老朽化は見られるが装飾の工夫が感じられる,感じた,お風呂にトイレがない,5,居酒屋のおにぎりが美味しかった。ネイルコーナーが色々なカラーを楽しめて楽しかった,また行きたい（1年以内）,加賀野菜や金時草など地物野菜を使った料理,女,1976,石川県,加賀市,600万円以上 700万円未満,景品が当たる,満足,7,部屋が広くお客さんも多くないので静かにゆっくり過ごせる
北陸自動車道　尼御前ＳＡ（下り）,2026/04/15 1:10:50,同意する,3泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,富山県,夫婦2人,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",自家用車,自家用車,,,"30,000円以上 40,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",11回目以上,"新聞・雑誌・ガイドブック, 観光パンフレット・ポスター, インターネット・アプリ",選択なし/該当施設なし,,那谷寺,,"3,000円以上 5,000円未満",とても満足,広い境内で心が癒されます,とても満足,見どころが沢山あった,感じなかった,,10,朝食を食べてすぐに訪れたので、飲食が出来ず残念でした,また行きたい（1年以内）,復興が進んだら、ぜひ能登に行きたいです,男,1958,京都府,木津川市,400万円以上 500万円未満,景品が当たる,とても満足,10,粟津温泉の法師が泊まって良かったです
ポイントバケーション加賀山中,2026/04/15 6:39:22,同意する,2泊,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,姉妹夫婦,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, まちあるき、都市散策",新幹線,路線バス,満足,山中温泉バスターミナルから徒歩10分位なのでお土産屋さんを散策がてら辿り着くので,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","30,000円以上 40,000円未満",2～5回目,"観光展・物産展, インターネット・アプリ, 友人・知人",選択なし/該当施設なし,山中温泉菊の湯,選択なし／該当施設なし,山代温泉,"3,000円以上 5,000円未満",満足,温泉が身体に適している,満足,接客姿勢がとても良い,感じなかった,無い,10,食べ物が何処へ行ってもハズレが無い,また行きたい（1年以内）,海鮮が美味い,男,1960,神奈川県,横浜市金沢区,300万円以上 400万円未満,景品が当たる,満足,10,友達
小松空港,2026/04/15 8:13:10,同意する,1泊,石川県内には宿泊しない,石川県内には宿泊しない,福岡県,自分ひとり,出張など仕事関係,自家用車,自家用車,どちらでもない,,使わない,"10,000円以上 20,000円未満","100,000円以上",11回目以上,インターネット・アプリ,選択なし/該当施設なし,金沢駅,選択なし／該当施設なし,金沢駅,"3,000円以上 5,000円未満",どちらでもない,普通のうら寂しい地方空港だから,どちらでもない,過度な期待はしてない,感じなかった,,5,,石川県在住,はとばすみたいな周遊コースのパッケージツアーが欲しい,男,1972,石川県,金沢市,"1,500万円以上",なんとなく,どちらでもない,5,
大江戸温泉物語Premium よしのや依緑園,2026/04/15 9:10:01,同意する,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,夫婦2人,"宿でのんびり過ごす, 温泉や露天風呂",県外から訪れていない（石川県内在住）,自家用車,,,"10,000円以上 20,000円未満","3,000円以上 5,000円未満","1,000円以上 3,000円未満",2～5回目,インターネット・アプリ,選択なし/該当施設なし,,選択なし／該当施設なし,,"10,000円以上 20,000円未満",満足,,満足,,感じなかった,,7,,石川県在住,特になし,男,1971,石川県,金沢市,700万円以上 800万円未満,景品が当たる,満足,8,
大江戸温泉物語Premium 山下家,2026/04/15 9:14:06,同意する,4泊以上,2泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,福井県,夫婦2人,"宿でのんびり過ごす, 温泉や露天風呂, 花見や紅葉などの自然鑑賞",自家用車,自家用車,,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",2～5回目,インターネット・アプリ,木場潟公園,道の駅こまつ木場潟,選択なし／該当施設なし,,"10,000円以上 20,000円未満",満足,美味しい食事と溢れる温泉,満足,,感じなかった,,8,,機会があれば行きたい,海の幸と和菓子の美味しさ,女,1969,大阪府,和泉市,400万円以上 500万円未満,なんとなく,満足,9,温泉の豊富なところと美しい景色
小松空港,2026/04/15 10:48:13,同意する,4泊以上,4泊以上,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,恋人,"温泉や露天風呂, 地元の美味しいものを食べる, まちあるき、都市散策",飛行機,自家用車,,,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","1,000円以上 3,000円未満",2～5回目,インターネット・アプリ,選択なし/該当施設なし,21世紀美術館,選択なし／該当施設なし,なし,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じなかった,,10,,機会があれば行きたい,とくになし,女,1999,石川県,野々市市,500万円以上 600万円未満,景品が当たる,とても満足,10,ご飯が美味しいカフェがおしゃれ
ポイントバケーション加賀山中,2026/04/15 15:40:34,同意する,4泊以上,4泊以上,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,岐阜県,夫婦2人,"宿でのんびり過ごす, テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット, ドライブ・ツーリング",自家用車,自家用車,満足,高速道路で運転しているため,"1,000円以上 3,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",11回目以上,"観光展・物産展, 観光連盟やDMOのHP",日本自動車博物館,車は好きです,木場潟公園,きれいだから。,"10,000円以上 20,000円未満",満足,リフッシュのため,満足,元気になります,感じなかった,なし,8,なし,また行きたい（1年以内）,カニを食べる為,男,1956,三重県,四日市市北浜田町,300万円以上 400万円未満,石川県のおすすめ観光スポットが見たい,満足,8,またお邪魔したいです
TAKIGAHARA CRAFT&STAY,2026/04/15 17:55:27,同意する,4泊以上,3泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,富山県,夫婦2人,"宿でのんびり過ごす, アウトドア（海水浴、釣り、登山など）, まちあるき、都市散策",自家用車,自家用車,,,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","30,000円以上 40,000円未満",初めて,Instagram,選択なし/該当施設なし,,選択なし／該当施設なし,,"10,000円以上 20,000円未満",とても満足,自然と共生している施設のため,とても満足,自然と共生しているため,感じなかった,,9,,機会があれば行きたい,海鮮は食べたい,男,1999,神奈川県,逗子市,"1,500万円以上",なんとなく,とても満足,9,クリエイティブ性がありつつ自然と共生していてスタッフも若くエネルギーがあるため。
TAKIGAHARA CRAFT&STAY,2026/04/15 21:06:31,同意する,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,岐阜県,自分ひとり,"宿でのんびり過ごす, 地元の美味しいものを食べる, 名所、旧跡の観光, 各種体験（手作り、果物狩りなど）",自家用車,自家用車,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",初めて,"Instagram, 友人・知人",選択なし/該当施設なし,,月うさぎの里,,"10,000円以上 20,000円未満",とても満足,,とても満足,,感じなかった,,8,,また行きたい（1年以内）,特になし,女,1995,岐阜県,多治見市,600万円以上 700万円未満,"景品が当たる, 石川県のおすすめ観光スポットが見たい",満足,9,
ゆのくに天祥,2026/04/16 8:23:48,同意する,2泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,岐阜県,家族,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",レンタカー,レンタカー,とても満足,ホテル内がたいへん清潔で綺麗,"40,000円以上 50,000円未満","3,000円以上 5,000円未満","3,000円以上 5,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,金沢駅,ゆのくにの森,,"40,000円以上 50,000円未満",とても満足,,とても満足,,感じなかった,,8,,機会があれば行きたい,特になし,男,1968,愛知県,豊田市,"900万円以上 1,000万円未満",景品が当たる,とても満足,9,
千丈温泉　清流,2026/04/16 15:46:19,同意する,日帰り,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,福井県,親,"地元の美味しいものを食べる, まちあるき、都市散策",レンタカー,レンタカー,とても満足,自然の中でゆっくり過ごすことができた,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,白山姫神社,選択なし／該当施設なし,,"1,000円未満",とても満足,清潔　静か,とても満足,きれい,感じなかった,,10,,また行きたい（1年以内）,観光地の交通手段がいろいろあれはいい,女,1977,東京都,目黒区,400万円以上 500万円未満,景品が当たる,とても満足,10,お寿司や温泉が良かった
大江戸温泉物語Premium よしのや依緑園,2026/04/16 16:39:30,同意する,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,小学生以下連れの家族,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",自家用車,自家用車,,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","3,000円以上 5,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,選択なし／該当施設なし,金沢市内,"10,000円以上 20,000円未満",満足,,満足,,感じなかった,,8,,機会があれば行きたい,特になし,男,1981,富山県,富山市,"1,500万円以上",景品が当たる,満足,8,
大江戸温泉物語Premium よしのや依緑園,2026/04/16 16:40:29,同意する,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,小学生以下連れの家族,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる",自家用車,自家用車,とても満足,飲み放題がうれしかった。景色もよく子どもも楽しそうだった。,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","3,000円以上 5,000円未満",初めて,"TV・ラジオ番組やCM, 観光パンフレット・ポスター, インターネット・アプリ",選択なし/該当施設なし,,月うさぎの里,,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,8,,また行きたい（1年以内）,小さい子も行きやすい飽きないスポット,女,1990,富山県,富山市,"1,500万円以上","景品が当たる, ひゃくまんさんが好き, 石川県のおすすめ観光スポットが見たい",満足,10,
